State,City,PM25,PM10,NO2,SO2,CO,O3,health_risk
Haryana,Gurugram,134.13,164.1,52.45,6.96,0.97,39.27,High
Haryana,Gurugram,133.97,242.65,44.26,8.38,1.03,43.81,High
Haryana,Gurugram,134.47,224.57,47.0,6.27,0.93,44.61,High
Haryana,Gurugram,121.49,278.45,56.2,8.42,1.34,47.56,High
Haryana,Gurugram,112.43,265.07,54.17,9.16,1.48,46.87,High
Haryana,Gurugram,147.66,279.22,57.27,9.88,1.44,39.77,High
Haryana,Gurugram,162.48,271.89,59.73,9.53,1.0,32.67,High
Haryana,Gurugram,159.55,292.22,32.5,7.43,0.96,47.01,High
Haryana,Gurugram,192.38,338.49,39.28,10.96,1.11,41.02,High
Haryana,Gurugram,233.09,288.47,28.98,8.66,1.24,37.66,High
Haryana,Gurugram,126.27,251.38,30.62,8.25,1.27,34.98,High
Haryana,Gurugram,147.67,262.3,42.88,15.08,1.02,32.8,High
Haryana,Gurugram,176.23,320.25,43.77,9.78,1.09,40.98,High
Haryana,Gurugram,200.56,305.58,63.88,12.77,1.1,40.18,High
Haryana,Gurugram,227.62,95.68,104.13,14.27,0.99,22.88,High
Haryana,Gurugram,222.63,264.11,68.92,12.69,1.1,40.89,High
Haryana,Gurugram,244.57,342.22,40.73,12.22,0.85,39.85,High
Haryana,Gurugram,231.84,333.34,41.14,12.27,0.84,34.63,High
Haryana,Gurugram,271.91,354.56,57.25,16.35,1.11,38.91,High
Haryana,Gurugram,246.16,306.31,54.83,11.77,0.95,35.83,High
Haryana,Gurugram,236.55,280.89,49.81,13.67,1.01,39.88,High
Haryana,Gurugram,218.31,317.43,40.28,10.39,0.77,46.08,High
Haryana,Gurugram,178.76,295.81,18.37,7.5,0.89,56.68,High
Haryana,Gurugram,112.17,177.09,14.74,9.21,0.63,55.2,High
Haryana,Gurugram,279.25,494.66,27.22,12.66,0.83,32.01,High
Haryana,Gurugram,161.84,286.56,24.28,10.0,1.11,44.16,High
Haryana,Gurugram,122.69,229.87,29.92,9.13,1.0,45.72,High
Haryana,Gurugram,274.14,323.94,52.77,19.95,1.55,31.18,High
Haryana,Gurugram,254.56,341.94,47.71,12.53,1.07,34.78,High
Haryana,Gurugram,234.57,378.33,56.69,10.78,0.89,33.8,High
Haryana,Gurugram,186.09,317.01,55.8,12.31,0.92,38.34,High
Haryana,Gurugram,163.74,343.01,70.85,14.47,1.06,33.9,High
Haryana,Gurugram,198.94,356.89,63.71,10.42,0.93,27.92,High
Haryana,Gurugram,115.37,195.14,39.46,8.28,1.08,19.92,High
Haryana,Gurugram,99.24,155.21,29.47,7.72,0.95,21.79,High
Haryana,Gurugram,134.26,227.26,20.84,7.99,0.88,29.97,High
Haryana,Gurugram,123.66,218.88,30.37,10.88,0.91,27.47,High
Haryana,Gurugram,124.15,200.83,37.57,11.68,0.86,22.4,High
Haryana,Gurugram,147.1,261.71,22.95,12.94,0.88,42.72,High
Haryana,Gurugram,190.98,327.57,28.02,10.36,1.02,27.8,High
Haryana,Gurugram,194.91,355.08,31.2,11.32,1.15,21.4,High
Haryana,Gurugram,121.51,196.83,41.9,12.98,1.05,19.29,High
Haryana,Gurugram,159.05,262.39,30.75,10.09,0.83,29.13,High
Haryana,Gurugram,96.86,192.94,18.94,9.07,0.61,38.44,High
Haryana,Gurugram,125.26,239.99,32.79,12.57,0.41,45.71,High
Haryana,Gurugram,163.8,292.38,41.26,14.28,0.63,44.96,High
Haryana,Gurugram,149.7,229.99,39.19,13.85,0.89,41.87,High
Haryana,Gurugram,133.58,235.22,30.8,11.85,1.04,38.0,High
Haryana,Gurugram,148.85,303.5,26.66,11.76,0.65,39.95,High
Haryana,Gurugram,140.45,318.04,26.11,9.9,0.71,37.26,High
Haryana,Gurugram,119.25,255.28,26.8,12.73,0.81,36.36,High
Haryana,Gurugram,81.43,107.25,24.59,11.86,0.82,36.75,High
Haryana,Gurugram,113.31,212.23,26.46,13.5,0.65,42.6,High
Haryana,Gurugram,147.68,247.54,26.8,20.13,1.0,40.43,High
Haryana,Gurugram,144.35,276.72,21.89,11.2,0.7,18.37,High
Haryana,Gurugram,174.45,263.58,22.51,21.96,0.62,11.67,High
Haryana,Gurugram,191.18,354.49,22.54,12.94,0.59,13.02,High
Haryana,Gurugram,163.91,295.23,24.64,21.53,0.8,17.24,High
Haryana,Gurugram,161.45,345.6,25.46,13.18,0.96,18.39,High
Haryana,Gurugram,178.2,348.94,35.31,9.3,0.65,23.87,High
Haryana,Gurugram,230.83,345.64,51.35,12.0,0.67,33.31,High
Haryana,Gurugram,176.72,284.33,51.14,9.08,0.67,27.44,High
Haryana,Gurugram,87.31,166.85,32.39,9.14,0.68,23.86,High
Haryana,Gurugram,79.02,146.35,44.44,5.51,0.47,26.79,High
Haryana,Gurugram,83.98,198.33,59.84,0.73,0.43,27.73,High
Haryana,Gurugram,67.26,205.79,59.54,5.5,0.48,28.54,High
Haryana,Gurugram,94.16,281.59,61.41,7.93,0.55,25.1,High
Haryana,Gurugram,102.5,271.67,34.88,8.79,0.46,30.65,High
Haryana,Gurugram,105.02,256.6,47.71,14.62,0.4,30.66,High
Haryana,Gurugram,133.58,265.0,80.65,11.98,0.45,31.04,High
Haryana,Gurugram,112.7,430.89,79.05,11.16,0.49,32.6,High
Haryana,Gurugram,101.21,95.68,125.64,10.23,0.5,27.73,High
Haryana,Gurugram,128.34,95.68,87.78,9.3,0.48,34.89,High
Haryana,Gurugram,155.15,324.22,104.4,14.0,0.65,28.84,High
Haryana,Gurugram,177.18,422.25,40.53,8.0,0.43,28.69,High
Haryana,Gurugram,156.46,277.78,49.95,9.28,0.35,25.04,High
Haryana,Gurugram,166.81,249.36,46.58,16.54,0.37,26.76,High
Haryana,Gurugram,194.52,347.86,23.88,4.91,1.16,29.99,High
Haryana,Gurugram,197.45,339.25,48.11,9.71,3.13,26.66,High
Haryana,Gurugram,304.47,303.52,80.68,35.77,1.71,26.9,High
Haryana,Gurugram,309.14,401.63,68.8,43.29,1.83,23.11,High
Haryana,Gurugram,296.93,359.69,58.38,31.63,1.2,23.92,High
Haryana,Gurugram,305.58,374.92,40.14,25.86,0.82,26.45,High
Haryana,Gurugram,314.48,447.79,39.5,27.05,1.48,22.61,High
Haryana,Gurugram,189.0,381.14,29.14,13.58,1.42,15.31,High
Haryana,Gurugram,218.77,408.1,31.7,22.35,1.32,20.82,High
Haryana,Gurugram,127.51,244.67,26.48,28.49,1.1,30.05,High
Haryana,Gurugram,127.98,242.82,20.86,17.6,0.97,20.97,High
Haryana,Gurugram,121.68,236.75,19.67,22.02,0.79,30.93,High
Haryana,Gurugram,100.59,204.36,19.23,18.62,0.76,38.85,High
Haryana,Gurugram,91.83,193.45,30.28,15.92,0.87,33.12,High
Haryana,Gurugram,179.83,321.81,69.1,18.72,1.06,33.27,High
Haryana,Gurugram,182.46,273.91,57.5,20.71,1.01,37.12,High
Haryana,Gurugram,175.61,392.23,33.49,21.44,1.12,39.99,High
Haryana,Gurugram,69.18,131.77,18.2,15.57,1.18,43.53,High
Haryana,Gurugram,83.4,95.68,24.77,13.77,1.1,41.79,High
Haryana,Gurugram,163.92,302.49,63.23,10.28,1.48,33.66,High
Haryana,Gurugram,237.94,498.8,45.69,5.18,2.24,43.84,High
Haryana,Gurugram,176.96,370.39,29.56,9.18,1.81,31.96,High
Haryana,Gurugram,178.96,444.6,55.67,12.61,2.47,36.36,High
Haryana,Gurugram,136.27,95.68,54.29,7.55,2.83,35.48,High
Haryana,Gurugram,101.19,138.97,27.17,5.22,2.23,36.04,High
Haryana,Gurugram,51.48,70.62,24.07,5.35,1.91,32.21,Moderate
Haryana,Gurugram,105.71,212.62,21.02,6.7,2.84,26.46,High
Haryana,Gurugram,114.82,194.17,23.48,6.31,2.31,28.39,High
Haryana,Gurugram,58.17,115.89,18.38,4.68,1.78,33.32,High
Haryana,Gurugram,82.66,167.36,17.67,4.97,1.96,42.61,High
Haryana,Gurugram,97.78,181.3,17.93,4.63,1.95,43.9,High
Haryana,Gurugram,97.11,151.06,34.71,5.6,1.81,53.27,High
Haryana,Gurugram,80.94,161.45,32.89,5.52,2.28,45.07,High
Haryana,Gurugram,125.78,249.16,54.93,4.37,2.68,31.88,High
Haryana,Gurugram,129.19,171.03,56.86,6.28,2.47,35.82,High
Haryana,Gurugram,121.31,223.06,31.17,2.64,2.47,41.25,High
Haryana,Gurugram,117.86,241.0,21.52,4.0,2.02,29.17,High
Haryana,Gurugram,79.97,176.06,18.6,4.0,2.63,28.49,High
Haryana,Gurugram,90.9,175.62,29.19,4.27,2.86,29.86,High
Haryana,Gurugram,112.5,158.77,11.78,3.28,3.5,40.67,High
Haryana,Gurugram,98.51,192.74,95.41,3.27,0.46,33.39,High
Haryana,Gurugram,57.85,79.11,10.51,9.16,0.17,19.74,Moderate
Haryana,Gurugram,55.96,174.76,40.68,6.66,0.23,19.62,High
Haryana,Gurugram,49.02,121.29,44.31,3.92,0.18,19.92,High
Haryana,Gurugram,98.01,221.36,191.83,6.11,0.76,25.86,High
Haryana,Gurugram,132.14,264.78,114.35,4.96,0.66,23.12,High
Haryana,Gurugram,144.74,317.26,132.8,6.33,0.77,28.27,High
Haryana,Gurugram,158.5,326.16,130.46,9.94,0.69,25.3,High
Haryana,Gurugram,112.92,234.32,125.36,5.89,0.45,30.56,High
Haryana,Gurugram,78.9,184.28,70.5,11.57,0.52,26.01,High
Haryana,Gurugram,80.01,159.91,53.64,5.95,0.41,29.68,High
Haryana,Gurugram,58.47,120.51,113.18,5.5,0.57,38.84,High
Haryana,Gurugram,88.93,95.68,203.41,5.05,0.73,35.01,High
Haryana,Gurugram,76.86,223.97,65.34,15.84,0.65,29.59,High
Haryana,Gurugram,73.53,165.85,24.17,6.56,0.46,19.49,High
Haryana,Gurugram,48.94,138.82,20.75,9.19,0.45,31.01,Moderate
Haryana,Gurugram,49.22,115.91,12.79,12.3,0.42,34.53,Moderate
Haryana,Gurugram,36.87,88.1,13.88,15.09,0.49,50.53,Moderate
Haryana,Gurugram,51.22,129.97,16.17,11.36,0.51,46.54,Moderate
Haryana,Gurugram,78.68,168.92,24.22,14.82,0.47,38.18,High
Haryana,Gurugram,41.41,93.91,23.54,26.83,0.41,36.35,Moderate
Haryana,Gurugram,36.88,77.26,21.61,27.58,0.46,35.91,Moderate
Haryana,Gurugram,55.34,123.54,22.95,35.53,0.42,33.43,Moderate
Haryana,Gurugram,66.43,168.92,23.22,37.24,0.32,31.94,High
Haryana,Gurugram,73.98,163.48,30.6,38.39,0.45,17.01,High
Haryana,Gurugram,31.97,54.32,21.15,17.31,0.41,25.43,Moderate
Haryana,Gurugram,63.58,133.36,16.76,21.72,0.38,28.39,High
Haryana,Gurugram,39.9,103.11,13.99,14.56,0.39,31.28,Moderate
Haryana,Gurugram,51.93,130.58,12.69,12.14,0.33,29.85,Moderate
Haryana,Gurugram,74.89,180.75,15.05,11.51,0.28,33.94,High
Haryana,Gurugram,66.24,174.95,18.99,8.07,0.31,30.34,High
Haryana,Gurugram,65.44,155.62,8.74,5.67,0.19,35.3,High
Haryana,Gurugram,45.61,132.72,10.67,2.97,0.2,44.13,Moderate
Haryana,Gurugram,63.7,176.12,11.68,3.85,0.26,42.08,High
Haryana,Gurugram,59.86,116.73,8.37,5.02,0.21,31.76,Moderate
Haryana,Gurugram,75.29,233.06,11.13,2.15,0.3,25.59,High
Haryana,Gurugram,93.38,217.93,8.36,0.83,0.37,22.05,High
Haryana,Gurugram,52.58,139.65,5.98,1.31,0.21,31.69,Moderate
Haryana,Gurugram,59.13,129.58,5.81,1.55,0.16,44.82,Moderate
Haryana,Gurugram,63.26,149.64,5.65,1.51,0.23,40.64,High
Haryana,Gurugram,74.62,172.96,4.63,11.33,0.24,41.42,High
Haryana,Gurugram,90.27,237.1,6.08,29.28,0.29,37.4,High
Haryana,Gurugram,82.34,214.76,7.13,25.49,0.26,34.34,High
Haryana,Gurugram,114.87,257.72,12.36,28.72,0.53,38.21,High
Haryana,Gurugram,43.44,124.72,7.56,14.21,0.13,33.52,Moderate
Haryana,Gurugram,52.37,86.44,8.98,21.99,0.2,36.25,Moderate
Haryana,Gurugram,43.6,151.22,8.65,15.36,0.16,31.38,Moderate
Haryana,Gurugram,49.62,143.81,8.46,16.21,0.19,25.93,Moderate
Haryana,Gurugram,58.85,156.68,8.17,13.16,0.22,32.12,Moderate
Haryana,Gurugram,60.18,168.05,8.58,15.87,0.21,33.04,High
Haryana,Gurugram,86.86,195.91,8.7,17.8,0.3,28.29,High
Haryana,Gurugram,98.42,257.46,8.79,18.22,0.59,29.86,High
Haryana,Gurugram,104.25,128.15,9.91,20.08,0.24,28.7,High
Haryana,Gurugram,62.86,148.69,9.79,12.89,0.2,31.86,High
Haryana,Gurugram,45.22,150.52,7.96,14.3,0.16,36.66,Moderate
Haryana,Gurugram,76.87,181.59,8.46,13.35,0.21,36.84,High
Haryana,Gurugram,78.55,150.53,9.11,11.42,0.38,27.0,High
Haryana,Gurugram,100.22,262.82,8.57,7.39,0.7,33.02,High
Haryana,Gurugram,120.41,260.63,8.96,4.02,0.68,37.04,High
Haryana,Gurugram,106.43,315.63,7.84,1.99,0.36,47.1,High
Haryana,Gurugram,164.12,392.61,8.83,9.62,0.33,34.7,High
Haryana,Gurugram,121.22,315.02,7.68,7.52,0.35,33.4,High
Haryana,Gurugram,92.34,212.31,8.57,7.55,0.35,37.7,High
Haryana,Gurugram,99.71,248.24,9.29,7.72,0.31,33.75,High
Haryana,Gurugram,82.16,194.48,8.56,5.1,0.26,27.93,High
Haryana,Gurugram,79.95,245.17,8.38,2.7,0.34,34.02,High
Haryana,Gurugram,59.13,184.49,9.29,2.82,0.66,28.19,Moderate
Haryana,Gurugram,57.02,215.35,13.92,2.64,0.51,28.71,Moderate
Haryana,Gurugram,65.08,200.13,13.85,3.38,0.58,26.62,High
Haryana,Gurugram,98.06,201.19,28.75,3.39,0.51,28.01,High
Haryana,Gurugram,25.61,16.77,14.87,2.93,0.39,21.26,Low
Haryana,Gurugram,31.04,69.43,13.84,2.45,0.56,33.67,Moderate
Haryana,Gurugram,72.14,186.18,16.72,2.13,0.65,32.57,High
Haryana,Gurugram,66.43,177.73,16.33,2.71,0.6,38.01,High
Haryana,Gurugram,78.12,201.89,17.96,2.08,0.74,43.16,High
Haryana,Gurugram,94.78,269.76,26.72,0.61,1.2,40.31,High
Haryana,Gurugram,98.54,308.24,22.09,3.36,0.71,33.78,High
Haryana,Gurugram,104.05,334.26,18.63,2.4,0.81,54.63,High
Haryana,Gurugram,103.59,378.49,17.83,4.65,0.84,53.23,High
Haryana,Gurugram,93.68,286.92,17.98,3.35,0.68,41.76,High
Haryana,Gurugram,95.22,392.91,18.44,3.4,0.55,38.66,High
Haryana,Gurugram,106.0,95.68,16.42,4.35,0.51,43.09,Moderate
Haryana,Gurugram,111.49,281.57,16.91,5.08,0.66,36.38,High
Haryana,Gurugram,120.11,293.7,18.57,5.94,0.65,40.79,High
Haryana,Gurugram,139.89,395.05,19.29,4.01,0.71,59.08,High
Haryana,Gurugram,115.75,330.49,18.37,3.3,0.61,47.63,High
Haryana,Gurugram,62.53,148.15,17.47,3.76,0.55,53.69,High
Haryana,Gurugram,83.48,194.57,30.37,3.9,0.84,45.01,High
Haryana,Gurugram,98.84,244.22,22.18,14.87,0.68,47.74,High
Haryana,Gurugram,111.45,254.27,20.54,8.12,0.61,43.13,High
Haryana,Gurugram,142.31,334.06,22.13,7.84,0.64,31.28,High
Haryana,Gurugram,134.8,404.82,26.14,1.84,0.99,29.99,High
Haryana,Gurugram,147.45,513.33,17.58,55.43,0.63,33.11,High
Haryana,Gurugram,107.65,294.82,14.47,15.85,0.5,40.67,High
Haryana,Gurugram,107.3,299.61,17.82,27.8,0.57,50.92,High
Haryana,Gurugram,228.22,425.76,18.58,23.35,0.71,51.64,High
Haryana,Gurugram,140.51,233.83,21.42,26.7,0.75,60.75,High
Haryana,Gurugram,59.71,101.37,15.8,9.93,0.56,54.44,High
Haryana,Gurugram,79.01,160.23,17.11,15.92,0.61,41.87,High
Haryana,Gurugram,90.77,220.13,17.73,8.43,0.58,43.82,High
Haryana,Gurugram,94.42,234.31,21.48,11.12,0.53,36.83,High
Haryana,Gurugram,45.53,87.81,19.77,4.17,0.55,38.05,Moderate
Haryana,Gurugram,71.07,133.88,18.3,6.44,0.6,49.78,High
Haryana,Gurugram,103.4,185.48,19.3,6.33,0.64,43.56,High
Haryana,Gurugram,85.19,169.96,18.82,6.77,0.61,44.3,High
Haryana,Gurugram,79.2,172.15,18.85,6.53,0.64,31.52,High
Haryana,Gurugram,89.14,172.04,19.79,5.92,0.65,43.19,High
Haryana,Gurugram,49.57,103.97,19.46,5.47,0.59,38.42,Moderate
Haryana,Gurugram,48.27,95.77,19.3,3.02,0.52,49.63,Moderate
Haryana,Gurugram,61.49,122.82,18.81,14.94,0.55,51.54,High
Haryana,Gurugram,70.89,140.86,22.86,9.71,0.6,43.77,High
Haryana,Gurugram,72.5,143.32,31.98,15.42,0.6,52.3,High
Haryana,Gurugram,80.45,162.23,44.55,15.22,0.58,63.14,High
Haryana,Gurugram,123.0,238.38,44.09,12.97,0.51,54.46,High
Haryana,Gurugram,124.14,95.68,44.72,11.34,0.3,61.49,High
Haryana,Gurugram,119.06,95.68,43.43,12.23,0.29,90.99,High
Haryana,Gurugram,92.63,95.68,41.29,8.51,0.39,121.6,High
Haryana,Gurugram,102.4,95.68,32.04,8.31,0.4,127.57,High
Haryana,Gurugram,82.26,95.68,40.61,5.53,0.3,123.48,High
Haryana,Gurugram,97.05,95.68,36.79,8.6,0.37,98.07,High
Haryana,Gurugram,111.57,95.68,31.9,11.42,0.34,91.53,High
Haryana,Gurugram,74.03,95.68,32.51,2.86,0.32,112.5,High
Haryana,Gurugram,77.37,95.68,33.05,6.26,0.36,98.28,High
Haryana,Gurugram,116.43,95.68,35.37,9.1,0.28,75.74,High
Haryana,Gurugram,119.32,95.68,48.79,11.73,0.36,73.24,High
Haryana,Gurugram,224.58,95.68,50.08,9.99,0.29,38.56,High
Haryana,Gurugram,104.68,95.68,47.97,10.07,0.35,104.93,High
Haryana,Gurugram,70.6,205.0,41.29,5.74,0.5,59.11,High
Haryana,Gurugram,65.3,180.99,31.68,4.8,0.58,57.99,High
Haryana,Gurugram,83.99,265.03,8.52,7.62,0.11,51.57,High
Haryana,Gurugram,58.55,199.07,9.43,12.93,0.84,59.95,High
Haryana,Gurugram,44.04,95.68,9.47,9.46,0.8,59.92,Moderate
Haryana,Gurugram,42.37,95.68,9.46,13.73,0.53,106.55,High
Haryana,Gurugram,72.25,95.68,10.23,5.45,0.68,110.44,High
Haryana,Gurugram,45.75,95.68,9.77,13.69,0.28,86.95,Moderate
Haryana,Gurugram,79.0,95.68,8.05,8.1,0.24,71.53,High
Haryana,Gurugram,66.3,95.68,6.59,8.85,0.26,99.79,High
Haryana,Gurugram,54.89,107.63,64.06,6.89,0.47,73.16,High
Haryana,Gurugram,30.48,75.2,80.01,4.67,0.55,42.18,High
Haryana,Gurugram,47.46,109.61,70.85,9.16,0.52,58.79,High
Haryana,Gurugram,66.91,130.33,50.2,4.33,0.57,45.38,High
Haryana,Gurugram,81.9,223.52,29.93,5.65,0.49,52.55,High
Haryana,Gurugram,72.48,230.82,27.17,8.7,0.44,47.31,High
Haryana,Gurugram,78.64,264.71,27.81,9.47,0.44,41.72,High
Haryana,Gurugram,85.29,294.66,26.61,8.28,0.5,46.52,High
Haryana,Gurugram,66.52,215.41,26.75,7.76,0.48,49.54,High
Haryana,Gurugram,93.12,277.55,21.77,10.52,0.56,79.6,High
Haryana,Gurugram,48.85,111.72,10.34,7.16,0.56,36.88,Moderate
Haryana,Gurugram,37.9,76.43,13.04,10.17,0.6,22.0,Moderate
Haryana,Gurugram,41.09,60.31,7.74,10.15,0.58,18.77,Moderate
Haryana,Gurugram,39.12,61.39,9.63,7.66,0.57,30.58,Moderate
Haryana,Gurugram,45.29,79.65,13.39,6.84,0.55,33.54,Moderate
Haryana,Gurugram,57.24,126.94,13.41,7.45,0.6,29.77,Moderate
Haryana,Gurugram,60.89,223.74,10.43,6.57,0.54,19.4,High
Haryana,Gurugram,81.39,277.24,9.62,7.01,0.53,23.4,High
Haryana,Gurugram,101.83,327.81,9.77,7.17,0.49,27.49,High
Haryana,Gurugram,92.47,196.26,9.28,8.86,0.51,23.85,High
Haryana,Gurugram,85.36,201.93,10.24,10.61,0.45,27.07,High
Haryana,Gurugram,99.31,268.94,9.71,9.41,0.37,32.3,High
Haryana,Gurugram,63.38,170.31,14.76,6.47,0.33,36.03,High
Haryana,Gurugram,47.43,88.05,9.66,7.5,0.48,54.19,Moderate
Haryana,Gurugram,31.41,67.29,10.37,10.72,0.45,26.52,Moderate
Haryana,Gurugram,30.89,52.47,10.91,12.24,0.45,22.27,Moderate
Haryana,Gurugram,68.38,122.84,15.46,12.69,0.44,26.61,High
Haryana,Gurugram,45.04,71.07,19.17,14.32,0.32,26.71,Moderate
Haryana,Gurugram,44.74,85.8,17.04,14.79,0.48,33.8,Moderate
Haryana,Gurugram,47.85,71.8,11.46,14.1,0.53,47.05,Moderate
Haryana,Gurugram,42.36,117.66,8.72,12.6,0.53,62.77,High
Haryana,Gurugram,54.71,105.22,8.8,9.46,0.5,62.49,High
Haryana,Gurugram,26.59,36.03,21.33,8.48,0.45,24.59,Low
Haryana,Gurugram,37.1,27.88,11.59,6.39,0.48,10.08,Low
Haryana,Gurugram,26.58,34.06,8.68,5.29,0.49,20.75,Low
Haryana,Gurugram,16.85,37.3,7.95,13.54,0.52,32.22,Low
Haryana,Gurugram,22.51,50.72,6.82,13.99,0.52,27.14,Low
Haryana,Gurugram,24.52,68.42,7.25,16.39,0.56,28.63,Low
Haryana,Gurugram,28.42,65.02,7.51,16.08,0.5,34.68,Low
Haryana,Gurugram,33.71,68.35,8.5,14.92,0.51,34.48,Moderate
Haryana,Gurugram,32.03,82.08,7.11,19.18,0.57,27.73,Moderate
Haryana,Gurugram,33.8,69.44,9.7,22.78,0.54,23.44,Moderate
Haryana,Gurugram,50.36,69.56,15.44,21.66,0.51,25.24,Moderate
Haryana,Gurugram,46.78,46.66,9.98,20.21,0.49,26.75,Low
Haryana,Gurugram,25.31,49.91,7.81,10.97,0.51,16.37,Low
Haryana,Gurugram,22.4,60.25,9.79,10.48,0.53,22.32,Low
Haryana,Gurugram,20.7,70.47,9.7,13.48,0.48,22.44,Low
Haryana,Gurugram,26.31,56.92,16.8,5.93,0.4,31.92,Low
Haryana,Gurugram,21.99,51.94,18.23,5.25,0.34,30.76,Low
Haryana,Gurugram,16.25,34.19,6.99,10.23,0.42,29.17,Low
Haryana,Gurugram,30.32,64.5,7.5,7.09,0.45,27.38,Moderate
Haryana,Gurugram,21.54,60.09,7.46,7.85,0.43,26.48,Low
Haryana,Gurugram,24.24,51.71,7.31,8.4,0.47,33.82,Low
Haryana,Gurugram,22.15,56.79,7.53,7.31,0.48,29.88,Low
Haryana,Gurugram,14.18,38.87,6.9,9.16,0.43,28.9,Low
Haryana,Gurugram,39.18,39.61,10.97,72.13,0.39,22.75,Moderate
Haryana,Gurugram,20.51,95.68,4.42,68.08,0.4,25.48,Low
Haryana,Gurugram,38.02,117.61,6.77,70.4,0.43,27.8,High
Haryana,Gurugram,46.61,100.63,11.76,77.57,0.64,29.39,High
Haryana,Gurugram,52.07,153.43,11.54,89.91,0.6,31.7,High
Haryana,Gurugram,46.94,117.96,8.98,44.16,0.43,23.62,High
Haryana,Gurugram,62.81,95.68,5.03,6.06,0.27,15.35,Moderate
Haryana,Gurugram,63.79,95.68,4.81,56.13,0.3,36.34,High
Haryana,Gurugram,36.17,95.68,4.98,44.37,0.31,28.31,Moderate
Haryana,Gurugram,26.29,95.68,5.51,26.68,0.32,27.54,Low
Haryana,Gurugram,29.99,76.8,6.37,14.22,0.36,33.53,Low
Haryana,Gurugram,35.45,83.05,7.67,17.95,0.43,33.95,Moderate
Haryana,Gurugram,37.09,81.47,7.47,18.97,0.43,32.09,Moderate
Haryana,Gurugram,37.16,52.55,7.46,22.58,0.43,27.47,Moderate
Haryana,Gurugram,48.42,91.49,7.85,17.93,0.47,36.29,Moderate
Haryana,Gurugram,28.57,12.48,7.66,14.93,0.49,29.59,Low
Haryana,Gurugram,42.78,10.0,7.8,15.27,0.54,35.53,Low
Haryana,Gurugram,76.15,24.94,9.61,15.04,0.62,37.42,Moderate
Haryana,Gurugram,76.65,142.29,8.51,16.12,0.55,34.66,High
Haryana,Gurugram,30.99,77.31,7.61,15.59,0.48,27.08,Moderate
Haryana,Gurugram,32.93,82.21,7.92,16.36,0.48,25.25,Moderate
Haryana,Gurugram,29.49,68.99,7.7,13.01,0.47,22.34,Low
Haryana,Gurugram,30.78,71.93,7.54,15.01,0.47,36.4,Moderate
Haryana,Gurugram,51.34,102.22,8.03,13.94,0.52,29.69,Moderate
Haryana,Gurugram,75.84,151.93,8.48,13.93,0.61,47.73,High
Haryana,Gurugram,80.6,166.53,8.79,13.79,0.61,39.01,High
Haryana,Gurugram,65.41,118.66,14.65,14.48,1.07,32.4,High
Haryana,Gurugram,34.04,78.87,14.43,13.63,1.53,24.44,Moderate
Haryana,Gurugram,26.72,67.98,7.13,14.11,1.54,29.66,Low
Haryana,Gurugram,30.04,60.84,6.7,13.09,1.58,29.3,Moderate
Haryana,Gurugram,47.23,99.88,10.58,12.37,1.73,32.0,Moderate
Haryana,Gurugram,58.53,124.72,7.66,10.49,1.77,38.11,High
Haryana,Gurugram,37.12,84.63,6.5,9.84,1.72,34.61,Moderate
Haryana,Gurugram,22.7,54.11,5.55,10.55,1.68,24.05,Low
Haryana,Gurugram,33.35,76.93,6.76,9.97,1.73,16.88,Moderate
Haryana,Gurugram,33.01,92.36,10.52,10.22,1.69,19.62,Moderate
Haryana,Gurugram,14.92,29.6,6.06,9.89,1.15,15.38,Low
Haryana,Gurugram,25.25,65.37,7.34,10.1,1.74,22.41,Low
Haryana,Gurugram,32.94,71.62,7.82,9.72,1.73,18.54,Moderate
Haryana,Gurugram,32.22,82.06,9.46,10.38,1.67,21.18,Moderate
Haryana,Gurugram,29.44,94.74,9.29,9.33,1.09,14.4,Low
Haryana,Gurugram,14.65,45.27,11.12,9.57,0.72,13.83,Low
Haryana,Gurugram,16.17,51.58,13.12,10.48,0.81,13.44,Low
Haryana,Gurugram,14.56,42.51,14.35,16.94,0.68,20.21,Low
Haryana,Gurugram,23.99,61.95,13.56,10.09,0.53,17.29,Low
Haryana,Gurugram,33.82,75.21,14.64,9.95,0.65,19.0,Moderate
Haryana,Gurugram,38.05,84.2,21.9,10.12,0.98,35.98,Moderate
Haryana,Gurugram,51.55,52.26,21.43,9.61,0.99,33.35,Moderate
Haryana,Gurugram,37.82,128.94,13.84,3.4,1.02,39.72,High
Haryana,Gurugram,32.53,48.34,28.76,4.53,1.08,42.46,Moderate
Haryana,Gurugram,47.85,73.05,24.73,3.42,1.16,49.04,Moderate
Haryana,Gurugram,50.21,86.44,12.28,3.5,0.97,50.44,Moderate
Haryana,Gurugram,38.26,65.49,10.01,4.16,0.54,55.95,Moderate
Haryana,Gurugram,70.44,95.68,31.37,2.43,1.21,36.55,High
Haryana,Gurugram,83.57,95.68,56.19,3.04,1.35,50.07,High
Haryana,Gurugram,83.09,95.68,29.19,2.41,0.93,54.08,High
Haryana,Gurugram,79.53,139.69,13.11,2.07,1.54,57.26,High
Haryana,Gurugram,98.05,186.3,22.8,2.06,2.55,47.24,High
Haryana,Gurugram,102.26,210.65,45.65,4.75,2.65,45.54,High
Haryana,Gurugram,109.04,205.28,51.69,3.16,2.58,47.62,High
Haryana,Gurugram,137.78,261.97,47.39,1.9,2.27,50.6,High
